代码	名称	涨幅%%	换手%%	细分行业	股东人数	人均持股	流通股本	总股本(万)	现价	上市日期	今开	最高	最低	昨收	市盈(动)	总金额	量比	未分利润	地区	总量	振幅%%	均价	内盘	外盘	内外比	
000957	中通客车	-8.44	          1.08	汽车整车	31785.00	          7503	      23847.91	      23850.49	5.10	20000113	5.57	5.60	5.06	5.57	    24.84	13657229	  1.22	26184.12	山东	25835	 9.69	5.29	16898	8937	  1.89	
600432	吉恩镍业	-8.43	          0.42	有色金属	95175.00	          8522	      81112.15	      81112.15	9.01	20030905	9.83	9.86	8.91	9.84	--  	31809282	  1.27	98676.00	吉林	34010	 9.65	9.35	18329	15681	  1.17	
000911	南宁糖业	-8.43	          0.96	农产品加工	48784.00	          5876	      28664.00	      28664.00	6.19	19990527	6.79	6.79	6.08	6.76	--  	17878548	  0.72	-24481.05	广西	27630	10.50	6.47	19490	8140	  2.39	
600058	五矿发展	-8.43	          0.65	贸易	126457.00	          8476	     107191.07	     107191.07	11.30	19970528	12.12	12.16	11.23	12.34	    28.13	80950576	  1.34	257204.84	北京	69540	 7.54	11.64	38044	31496	  1.21	
600463	空港股份	-8.43	          0.72	园区开发	17353.00	         14522	      25200.00	      25200.00	5.76	20040318	6.22	6.29	5.71	6.29	    13.29	10790741	  0.86	34826.50	北京	18038	 9.22	5.98	12827	5211	  2.46	
002046	轴研科技	-8.42	          1.26	通用机械	21865.00	         12742	      27860.43	      27860.43	5.98	20050526	6.56	6.56	5.96	6.53	   250.14	21836372	  1.85	28699.80	河南	35141	 9.19	6.21	20532	14609	  1.41	
000707	双环科技	-8.41	          0.83	化学原料	67672.00	          6859	      46414.33	      46414.57	3.81	19970415	4.14	4.14	3.75	4.16	--  	15318591	  1.30	62310.83	湖北	38549	 9.37	3.97	26094	12455	  2.10	
002016	世荣兆业	-8.41	          1.65	房地产开发	20196.00	         31991	      64609.44	      64609.55	6.97	20040708	7.58	7.58	6.90	7.61	     2.74	76537920	  1.18	96008.30	广东	106839	 8.94	7.16	67224	39615	  1.70	
002451	摩恩电气	-8.41	          2.31	电气设备	14158.00	          3878	       5490.00	      21960.00	6.10	20100720	6.63	6.71	6.10	6.66	   109.66	8126915	  0.94	0.00	上海	12690	 9.16	6.40	8566	4124	  2.08	
600383	金地集团	-8.41	          1.93	房地产开发	189712.00	         23570	     447150.84	     447150.84	6.10	20010412	6.61	6.66	5.99	6.66	    36.42	533491808	  2.39	1188739.13	深圳	863823	10.06	6.18	390752	473071	  0.83	
002231	奥维通信	-8.41	          1.75	通信设备	24433.00	          7236	      17680.00	      35680.00	5.12	20080512	5.57	5.57	5.06	5.59	--  	16444410	  1.15	14296.00	辽宁	31025	 9.12	5.30	18816	12209	  1.54	
002427	尤夫股份	-8.41	          0.31	化学纤维	13773.00	         17293	      23817.88	      23819.58	5.23	20100608	5.68	5.75	5.15	5.71	  1545.61	3985099	  1.06	14833.45	浙江	7406	10.51	5.38	4078	3328	  1.23	
600236	桂冠电力	-8.40	          1.27	电力	82944.00	         13602	     112823.02	     228044.95	3.27	20000323	3.56	3.56	3.22	3.57	    17.85	48385468	  0.93	58629.18	广西	142772	 9.52	3.39	92274	50498	  1.83	
002227	奥 特 迅	-8.40	          0.72	电气设备	12306.00	          8823	      10857.70	      10857.70	16.57	20080506	18.11	18.13	16.31	18.09	   180.21	13459356	  0.93	11866.50	深圳	7841	10.06	17.16	5289	2552	  2.07	
002667	鞍重股份	-8.40	          4.32	专用设备	7692.00	          3638	       2798.00	       6798.00	16.80	20120329	18.26	18.34	16.51	18.34	    26.22	21133954	  0.71	19073.74	辽宁	12075	 9.98	17.50	7933	4142	  1.92	
600346	大橡塑	-8.39	          0.89	专用设备	18987.00	         11060	      21000.00	      24100.00	5.35	20010820	5.84	5.85	5.26	5.84	   413.04	10076223	  1.80	-3833.78	辽宁	18590	10.10	5.42	9753	8837	  1.10	
000518	四环生物	-8.38	          1.50	生物制品	188004.00	          5476	     102953.57	     102955.63	3.28	19930908	3.58	3.59	3.22	3.58	--  	52220788	  1.35	-35073.40	江苏	154026	10.34	3.39	89162	64864	  1.37	
603003	龙宇燃油	-8.37	          3.75	石油化工	15077.00	          3349	       5050.00	      20200.00	7.55	20120817	8.24	8.25	7.42	8.24	--  	14891256	  1.44	26044.77	上海	18947	10.07	7.86	12299	6648	  1.85	
002347	泰尔重工	-8.37	          1.48	通用机械	11992.00	          8839	      10600.29	      18720.00	6.35	20100128	6.89	6.94	6.31	6.93	    16.39	10324759	  1.17	20085.05	安徽	15708	 9.09	6.57	10268	5440	  1.89	
600855	航天长峰	-8.37	          1.25	计算机设备	53315.00	          4374	      23320.19	      33161.73	7.01	19940425	7.66	7.70	7.00	7.65	  6507.94	21173186	  1.11	14508.60	北京	29098	 9.15	7.28	18177	10921	  1.66	
002301	齐心文具	-8.37	          0.71	家用轻工	19247.00	         18476	      35559.80	      38385.00	4.71	20091021	5.15	5.20	4.69	5.14	    97.50	12393765	  1.58	30225.51	深圳	25347	 9.92	4.89	14435	10912	  1.32	
600051	宁波联合	-8.36	          1.33	综合	36549.00	          8274	      30240.00	      30240.00	5.92	19970410	6.50	6.50	5.85	6.46	   118.57	24806652	  2.08	61868.41	浙江	40363	10.06	6.15	26722	13641	  1.96	
600228	昌九生化	-8.35	          2.65	化学制品	26643.00	          9058	      24132.00	      24132.00	30.95	19990119	33.68	34.29	30.83	33.77	--  	208086576	  1.14	-38895.54	江西	63959	10.25	32.53	35663	28296	  1.26	
600592	龙溪股份	-8.34	          1.32	通用机械	29441.00	         10190	      30000.00	      39955.35	7.14	20020805	7.72	7.75	7.07	7.79	    28.63	29208450	  0.79	45460.55	福建	39585	 8.73	7.38	25896	13689	  1.89	
300235	方直科技	-8.34	          7.69	计算机应用	5541.00	          4994	       2767.09	       8800.00	9.89	20110629	10.60	10.70	9.88	10.79	    23.21	21885122	  0.84	7365.87	深圳	21290	 7.60	10.28	13163	8127	  1.62	
600015	华夏银行	-8.33	          0.91	银行	138030.00	         36155	     499052.84	     684972.56	8.69	20030912	9.47	9.47	8.67	9.48	     5.04	406700896	  2.79	2095175.25	北京	452021	 8.44	9.00	222064	229957	  0.97	
000810	华润锦华	-8.33	          0.59	纺织制造	8783.00	         14763	      12966.57	      12966.57	10.13	19980602	11.01	11.11	10.01	11.05	    77.50	8010096	  0.81	24296.65	四川	7623	 9.95	10.51	5068	2555	  1.98	
300143	星河生物	-8.32	          2.16	种植业	16579.00	          5055	       8381.37	      14740.00	8.04	20101209	8.71	8.71	7.93	8.77	--  	15092629	  1.03	8312.92	广东	18069	 8.89	8.35	12794	5275	  2.43	
600811	东方集团	-8.32	          0.90	综合	149675.00	         11136	     166680.53	     166680.53	4.85	19940106	5.28	5.28	4.82	5.29	     6.29	75514376	  1.73	264314.06	黑龙江	150294	 8.70	5.02	88964	61330	  1.45	
002326	永太科技	-8.32	          0.81	化学制品	17837.00	          7820	      13947.75	      24030.00	9.04	20091222	9.73	9.85	8.99	9.86	    52.25	10620823	  1.57	25645.94	浙江	11338	 8.72	9.37	7964	3374	  2.36	
000713	丰乐种业	-8.31	          0.74	种植业	72126.00	          4144	      29887.35	      29887.59	8.05	19970422	8.78	8.81	7.90	8.78	    41.00	18405616	  2.04	33005.53	安徽	22081	10.36	8.34	13509	8572	  1.58	
000755	山西三维	-8.31	          0.82	化工新材料	57576.00	          8150	      46922.28	      46926.46	3.75	19970627	4.09	4.09	3.72	4.09	--  	15023014	  1.87	23113.60	山西	38673	 9.05	3.88	25054	13619	  1.84	
002643	烟台万润	-8.31	          2.21	化工新材料	8550.00	         21224	      18146.26	      27564.00	14.56	20111220	15.86	15.86	14.40	15.88	    32.74	60488308	  0.76	27260.18	山东	40073	 9.19	15.09	25954	14119	  1.84	
002663	普邦园林	-8.31	          3.12	建筑装饰	11622.00	         17974	      20889.59	      55897.60	14.12	20120316	15.34	15.34	13.90	15.40	    50.67	94548480	  1.23	36750.18	广东	65204	 9.35	14.50	37193	28011	  1.33	
600770	综艺股份	-8.31	          1.59	综合	73012.00	         14821	     108210.00	     110460.00	6.29	19961120	6.87	6.89	6.28	6.86	   278.95	112777888	  0.93	77085.36	江苏	171973	 8.89	6.56	88747	83226	  1.07	
